title,text,category
video ritual kirab air suci jelang nyepi di prambanan,"Para umat Hindu menggelar ritual Mendak Tirta atau Kirab Air Suci. Acara ini digelar sebagai rangkaian ritual sebelum Tawur Agung dalam mendekati Hari Raya Nyepi., Para umat Hindu menggelar ritual Mendak Tirta atau Kirab Air Suci. Acara ini digelar sebagai rangkaian ritual sebelum Tawur Agung dalam mendekati Hari Raya Nyepi.,Copyright © 2018 , KLY KapanLagi Youniverse All Rights Reserved",Culture
video lukisan langit malam karya seniman tanpa tangan,"Meski tidak memiliki tangan, tapi seorang wanita mampu membuat lukisan langit malam yang indah., Meski tidak memiliki tangan, tapi seorang wanita mampu membuat lukisan langit malam yang indah.,Copyright © 2018 , KLY KapanLagi Youniverse All Rights Reserved",Culture
video imlek tiba warga beri persembahan,"Imlek dirayakan oleh warga Tionghoa. Mereka melakukan sembahyang dan membawa persembahan khusus tahun baru., Imlek dirayakan oleh warga Tionghoa. Mereka melakukan sembahyang dan membawa persembahan khusus tahun baru.,Copyright © 2018 , KLY KapanLagi Youniverse All Rights Reserved",Culture
video nuansa bollywood di festival lemon di perancis,"Mengangkat tema Bollywood, Festival Lemon di Perancis sukses menyedot pengunjung dari dari penjuru negeri., Mengangkat tema Bollywood, Festival Lemon di Perancis sukses menyedot pengunjung dari dari penjuru negeri.,Copyright © 2018 , KLY KapanLagi Youniverse All Rights Reserved",Culture
video sasana daya bersama tim barongsai kelas dunia,"Sasana Daya Bersama adalah salah satu tim barongsai yang berskala dunia., Sasana Daya Bersama adalah salah satu tim barongsai yang berskala dunia.,Copyright © 2018 , KLY KapanLagi Youniverse All Rights Reserved",Culture
video kemeriahan festival holi di pakistan,"Umat hindu di Karachi, Pakistan merayakan festival Holi dengan penuh warna di kuil Mandir Swaminarayan., Umat hindu di Karachi, Pakistan merayakan festival Holi dengan penuh warna di kuil Mandir Swaminarayan.,Copyright © 2018 , KLY KapanLagi Youniverse All Rights Reserved",Culture
video unik membuat lukisan di wajah sendiri,"Mariah Malik miliki kemampuan yang tak biasa. Ia mampu melukis di atas wajahnya., Mariah Malik miliki kemampuan yang tak biasa. Ia mampu melukis di atas wajahnya.,Copyright © 2018 , KLY KapanLagi Youniverse All Rights Reserved",Culture
video serunya festival bulan purnama di korea selatan,"Jeongwol Daeboreum adalah perayaan atas kemunculan bulan purnama pertama dalam tahun lunar., Jeongwol Daeboreum adalah perayaan atas kemunculan bulan purnama pertama dalam tahun lunar.,Copyright © 2018 , KLY KapanLagi Youniverse All Rights Reserved",Culture
3 penyair dan karya puisi tentang palestina yang menyayat hati," Subcomandante Marcos, seorang pemberontak Meksiko yang selalu menginginkan keadilan, pernah menulis puisi, ,Kata-kata terlebih sebuah puisi sejak lama digunakan para penyair untuk menyampaikan protes dan mengutuk ketidakadilan yang terjadi. Tiga penyair Tanah Air ini dikenal sebagai sastrawan yang gemar membicarakan tentang ,ke dalam karya-karya puisinya. ,Berikut tiga penyair Tanah Air dan karya puisinya tentang Palestina yang menyayat hati, seperti yang disusun tim ,, Senin (24/7/2017).,Baca Juga,Dalam sejarah sastra Indonesia, Taufik Ismail masuk dalam daftar sastrawan angkatan 66. Karya-karya puisinya banyak menceritakan tentang kemanusiaan, termasuk konflik kemanusiaan yang terjadi di Palestina. Karya monumentalnya tertulis dalam satu buku berjudul ,, yang menceritakan tentang pergolakan yang terjadi saat peralihan zaman Orde Lama ke Orde Baru. Pada 2016, saat diundang dalam Konferensi Tingkat Tinggi Organisasi Kerja Sama Islam (KTT OKI), dirinya membacakan puisi tentang , yang mendapat sambutan hangat dari peserta KTT OKI.,Berikut salah satu puisi Taufik Ismail tentang Palestina., ,Simak juga video berikut:,Helvy Tiana Rosa merupakan salah satu sastrawan perempuan Indonesia yang banyak mengangkat persoalan hak-hak asasi manusia, baik di Indonesia maupun yang terjadi di berbagai belahan dunia, termasuk Palestina. Sastrawan serba bisa yang telah menerima segudang penghargaan ini bersama komunitasnya kerap menggelar acara “Solidaritas Sastra untuk Palestina”. Salah satu puisinya tentang Palestina yang menyayat hati adalah ""Apakah Sampai Padamu Berita tentang Palestina?"",Berikut bunyi puisi tersebut seutuhnya.,Aktif sebagai jurnalis sejak 1988, Asep Sambodja telah melakoni profesi wartawan di banyak media Tanah Air. Namun, pada 2005 dirinya lebih memilih berprofesi sebagai dosen Fakultas Ilmu Budaya di Universitas Indonesia. Pada usianya yang ke-43, Asep Sambodja meninggal dunia, tapi karya-karya puisinya yang kerap membicarakan tentang kemanusiaan terus bergaung hingga saat ini, termasuk tentang Palestina dan mendiang Munir.,Berikut puisi Asep Sambodja tentang Palestina.,Copyright © 2018 , KLY KapanLagi Youniverse All Rights Reserved",Culture
sisilia oei bisnis famili sekolah tari dan hidup bebas dancer," Jika menginginkan hidup enak dan mapan, Sisilia Oei pasti akan menetap di Melbourne, Australia atau tetap meneruskan bisnis marmer dan granit milik keluarga. Namun, ia memilih memulai dari nol dengan mendirikan sekolah ,Indonesian Dance Theatre yang baru berusia setahun Januari 2017 ini.,Nama Sisilia Oei sudah kesohor di kalangan penari terutama kepiawaiannya dalam menari ,. Tak pernah ada rasa malu atau canggung saat menari yang dimulai sejak usia empat tahun.,Baca Juga,Banyuwangi menjadi saksi bocah centil itu menuai prestasi. Sampai akhirnya Sisil pindah ke Jakarta pada usia tujuh tahun. Sisil kecil berkeinginan kuat meminta sang mami untuk memasukkannya les tari. Setelah setahun mencari, Sisil dibawa ke sekolah ,dan sejak saat itu tak bisa dipisahkan.,Sampai-sampai orangtua Sisil geleng-geleng kepala. Ya, meski sakit, Sisil ngotot tetap datang ke sekolah balet dan menonton jalannya latihan dari pinggir kelas. Bahkan ia rela menempuh perjalanan dua jam dari rumah ke sekolah yang ada di daerah Hayam Wuruk, Jakarta Pusat dengan naik kendaraan umum.,""Walau sakit, aku enggak bakal di rumah. ,. Bahkan dua jam bolak-balik rumah sampai tempat les naik kendaraan umum saja aku,,"" urai Sisil saat berbincang dengan ,""Kalau kamu cuma balet, enggak punya nilai lebih. Balet milik bule, bukan tarian kita. Mau sejago apa pun enggak bisa ngalahin karena struktur tulang sudah beda,"" tiru Sisil mengingat pesan guru kala itu.,Sambil menyentuh punggung kaki dan lengkungan kaki (,), Sisil menjabarkan perbedaan antara bule dan Asia. , bule sangat indah karena sudah tinggi dan menonjol. Sementara Asia kempes, meski sudah dilatih tidak bisa melebihi mereka, termasuk postur tubuh.,Sang guru pun menyadarkan sebagai orang Indonesia harus memiliki jati diri. Meski cinta mati dengan balet, menguasai tari Indonesia adalah kewajiban. Akhirnya pendirian teguh Sisil pun luntur dan ia belajar tari tradisional di usia 14 tahun.,""Aku beruntung punya guru yang ngingetin kalau sebagai orang Indonesia malu banget enggak bisa nari tradisional. Sampai mau mati belajarnya, meski, balet sudah aku miliki enggak berarti belajar tarian tradisional lebih mudah. Tapi secara fundamental akan membantu karena sudah ada strukturnya,"" lanjut Sisil bersemangat.,Di balik keindahan gerakan dalam tarian balet atau tradisional ada 'penyiksaan' yang dirasakan para penari. Sisil pun bercerita jika bentuk tubuh langsing sepertinya mempunyai tantangan tersendiri membawakan tarian Indonesia.,""Kalau tari Bali, mataku yang kecil ini harus melotot terus. Apalagi kalau tari yang suruh ngeleluarin pantat, shape-nya, sementara aku langsing gini, hahaha.... Kalau balet kaki berdarah dan terkelupas meski sudah ter-,dan ,. Sama-sama nangis dalam hati, tapi ,,"" kenangnya seraya tertawa.,Jika di dalam negeri penari dipandang sebelah mata, tidak dengan di luar negeri. Hal itu dirasakan sendiri oleh Sisil saat mengambil jurusan seni dan balet di Australian Ballet School dan Victoria College of the Art.,Sambil kuliah, Sisil menjadi balerina sekaligus guru balet dengan bayaran yang cukup bahkan berlebih. Namun panggilan hati untuk kembali ke Indonesia tetap kuat, meski bisa hidup mapan di Australia.,""Bayaran jadi guru tinggi, nari juga tinggi, dan saat mereka tahu aku ambil seni dan balet penghargaannya luar biasa. Keren banget istilahnya. Kalau di sini masih dipandang sebelah mata. Honor enggak seberapa. Itu yang ingin aku angkat. Visi menaikkan taraf hidup pecinta seni dengan menghargai tari,"" ucapnya serius.,Perjalanannya membuat sekolah tari memang tak mudah. Selama 11 tahun impiannya harus tertunda karena bercokol dengan bisnis keluarga di bidang impor marmet dan granit.,Sebenarnya Sisil tak sepenuhnya meninggalkan tari, namun rutinitas dan keterbatasan waktu membuat hidupnya selalu kurang. Hingga dua tahun belakangan tekad dan kata hatinya makin kuat untuk membuat sekolah tari.,""Bisnis bukan tujuan hidupku. Hal itu menggaung dalam hati selama dua tahun. Sampai akhirnya tahun lalu gaungan makin kuat, sebab aku percaya masing-masing kita punya , dalam hati., berontak, mecut aku, dan ,. Aku enggak ingin mati sia-sia dan enggak bikin apa-apa untuk generasi nanti,"" ceritanya bersemangat.,Ia sadar jika talenta menari yang diberi Tuhan bukan untuk dirinya sendiri, tetapi harus dibagi. Visi yang membuat dirinya makin berani membuat sebuah karya dari anak didik yang kelak bernaung dalam sekolah tarinya.,Jika dulu Sisil ingin nama pribadi dipakai sebagai brand sekolah tari, seiring berjalan waktu ia mempunyai pemikiran berbeda sampai akhirnya kini tercipta Indonesian Dance Theatre dengan 16 tarian yang disediakan.,Mulai dari balet, kontemporer, jazz, hip hop, sampai yang sedang tren ,. Sisil pun mengajak temannya Claudia Warni untuk bersama-sama mewujudkan visi memajukan seni di indonesia.,""Orang biasanya nonton tarian durasi dua sampai tiga menit selesai. Padahal latihannya lama dan berjam-jam. Tapi masih banyak yang tidak menghargai tarian. Mungkin enggak sekarang, tapi generasi nanti harus bisa mewujudkan,"" lanjutnya., ,Belakangan banyak pertunjukan musikal dari luar negeri yang datang ke Indonesia dan masyarakat berani bayar mahal untuk menontonnya. Hal itu menjadi semangat baru bagi Sisil dan rekannya menghadapi masa depan tari di tanah air.,Sisil menjabarkan jika para penari di Indonesia menjadi sebuah komoditi. Kemudahan akses para penari tampil di televisi juga membuat mereka dihargai dengan bayaran rendah.,Padahal, menurut Sisil, menjadi penari latar bagi penyanyi terkenal atau masuk televisi di luar negeri sungguh sulit. Apalagi biasanya mereka merupakan lulusan sekolah tari atau universitas tari ternama.,""Maaf ya, di sini megal-megol dikit dan asal-asalan narinya bisa dapet duit. Meski dihargai murah. Jadi enggak perlu penari berkualitas juga bisa dapat tarian sama. Ini yang harus dibangun perlahan. Karena kelak kalau enggak punya kualitas akan ditinggalkan. Itu realitasnya,"" paparnya.,Belum lagi imej penari yang mendapat stigma dengan kehidupan bebas. Background tersebut ikut membuat citra semua dancer terbawa dan tercemar.,""Orang melihat hidupnya terlalu ,. Penari itu jelek, , dan ,. Seperti bukan budaya kita dan merusak. Selain kualitas saya ingin membangun generasi lebih baik dan punya hati,"" mirisnya.,Di balik banyak pekerjaan rumah dan tugas yang ia emban untuk memajukan tari di Indonesia, Sisil sedang mempersiapkan perayaan satu tahun 'bayi kecil' Indonesian Dance Theatre 1st Anniversary. Acara bertema Ragam Tari tersebut akan digelar pada 21 Januari 2017 di Concert Hall Usmar Ismail, Jakarta.,Selain tarian, Sisil akan berkolaborasi dengan pecinta seni lainnya seperti desainer dan fotografer. Ia menggandeng desainer Indonesia ternama untuk mendesain kostum yang akan dibawakan para penari.,Sementara itu berbagai persiapan akan diabadikan dalam foto yang kelak akan dipamerkan dalam exhibition. Dan jejeran manekin untuk busana yang didesain bagi para penari.,""Sebuah seni akan makin dihargai jika packaging-nya bagus dan menarik. Kami akan mengemas semuanya jadi satu kesatuan yang akan memanjakan mata dan bikin semua penasaran,"" janjinya.,Copyright © 2018 , KLY KapanLagi Youniverse All Rights Reserved",Culture
jakarta dance meet up ajang kolaborasi antar komunitas tari," , menjadi bentuk ekspresi jiwa dengan bentuk olah tubuh yang populer hingga saat ini. Mulai dari tari tradisional hingga kontemporer, semua bergabung dalam sebuah pertunjukan Jakarta Dance Meet Up yang diselenggarakan oleh Dewan Kesenian Jakarta. Kegiatan ini akan berlangsung di Gedung Kesenian Jakarta pada Jumat (31/3/2017).,“Ini adalah program komunitas tari di Jakarta dan baru pertama kalinya diadakan, karena biasanya para komunitas berjalan sendiri-sendiri. Komite Tari Dewan Kesenian Jakarta berharap para komunitas tari dapat terhubung, saling belajar dan berbagi wawasan dalam Jakarta Dance Meet Up,” ujar Hartati, Ketua Komite Tari Dewan Kesenian Jakarta di Galeri Indonesia Kaya, Rabu (29/3/2017).,Baca Juga,Pada pagelaran tari ini akan ditampilkan beberapa komunitas , yang ada di sekitaran Jakarta dalam berbagai genre. Mereka adalah Cipta Urban TIM, Citra Art Studio, EE Production, EKI Dance Company, GIGI Art of Dance, dan Sanggar Tari Limpapeh.,Para penampil sendiri tidak dikenakan kurasi, sehingga mereka bebas menampilkan jati diri dan ciri khas penampilan mereka masing-masing seperti biasanya. Selama 20 menit, masing-masing komunitas dituntut untuk memberikan penampilan di atas panggung, padahal biasanya mereka membuat tarian hanya untuk lima atau tujuh menit saja.,“Tentunya seluruh kegiatan ini dibuat sendiri oleh para komunitas dan DKJ sebagai inisiator kegiatan. Hal ini menjadi bukti bahwa mereka benar-benar ingin berkarya. Bahkan tahun ini saja kuota komunitas yang ingin tampil sudah penuh,” ungkap Hartati.,Pertunjukan Jakarta Dance Meet Up sendiri akan dilaksanakan tiga kali di tahun 2017, yaitu pada bulan Maret, Agustus, dan Oktober. Meski baru pertama kalinya, kegiatan ini sudah disambut antusias oleh para penikmat pertunjukan ,. Ini terbukti dari kursi yang disediakan sebanyak 451 buah, sudah habis terpesan dalam lima hari sejak reservasi dibuka.,Copyright © 2018 , KLY KapanLagi Youniverse All Rights Reserved",Culture
tabuhan drum dan spontanitas penari di indonesian dance festival," Seorang pemain perkusi ternama dari ,, Park Je Chun menampilkan karyanya di Indonesian Dance Festival 2016 beberapa waktu lalu. Dengan karyanya yang berjudul “Do You Want Me”, Park Je Chun berkolaborasi dengan tujuh penari dari dua negara, tiga penari Korea Selatan dan empat penari Indonesia. Pertunjukan ini diadakan di Graha Bhakti Budaya, Jakarta.,Empat penari yang bekerjasama dengan Park Je Chun untuk pertunjukannya adalah Hari Guntur dari Surabaya, Fadhila Oziana dari Batusangkar, Try Anggrara dan Josh Marcy dari Jakarta. Dengan latar belakang konsentrasi , yang berbeda, seluruh penari bekerjasama untuk mewujudkan sebuah konsep pertunjukan unik yang dibuat oleh Park Je Chun.,Baca Juga,Seluruh penari akan membuat gerakan indah untuk mengimbangi permainan , yang ditabuh oleh Park Je Chun. Tanpa sebuah standar yang sama, interaksi permainan drum Park Je Chun dan respon para penari merupakan poin yang sangat menarik. Dibagi menjadi tujuh bagian, pertunjukan ini berhasil memukau para penonton yang hadir menyaksikan tarian ini.,Tarian kontemporer “Do You Want Me” merupakan sebuah pertunjukan utama yang ada di Indonesian Dance Festival 2016. Pertunjukan lainnya yang dibawakan oleh seniman mancanegara masih akan berlanjut hingga penutupan IDF 2016 yang diadakan di Taman Ismail Marzuki pada tanggal 5 November 2016.,Copyright © 2018 , KLY KapanLagi Youniverse All Rights Reserved",Culture
video mengintip latihan barongsai dan liong,"Menjelang Imlek 2018, persiapan permainan Barongsai dan Liong sudah dimulai., Menjelang Imlek 2018, persiapan permainan Barongsai dan Liong sudah dimulai.,Copyright © 2018 , KLY KapanLagi Youniverse All Rights Reserved",Culture
video koh akwet perawat seni kaligrafi china,"Koh Akwet adalah seorang seniman kaligrafi China., Koh Akwet adalah seorang seniman kaligrafi China.,Copyright © 2018 , KLY KapanLagi Youniverse All Rights Reserved",Culture
video color war warnai festival perang di yunani,"Festival perang tepung aneka warna digelar di Galaxidi, Yunani., Festival perang tepung aneka warna digelar di Galaxidi, Yunani.,Copyright © 2018 , KLY KapanLagi Youniverse All Rights Reserved",Culture
video monyet liar makan bersama warga di kuil india,"Kebiasaan unik para jemaah di sebuah kuil di India, mereka makan bersama monyet liar yang tinggal di sekitar kuil., Kebiasaan unik para jemaah di sebuah kuil di India, mereka makan bersama monyet liar yang tinggal di sekitar kuil.,Copyright © 2018 , KLY KapanLagi Youniverse All Rights Reserved",Culture
pertama di indonesia museum macan hadirkan pameran yayoi kusama," Setelah sukses di berbagai negara, pameran seni rupa “Yayoi Kusama: Life Is The Heart of Rainbow” akan ditampilkan di Museum Seni Modern dan Kontemporer di Nusantara (Macan) pada 12 Mei-9 September 2018.,Menampilkan lebih dari 130 karya, pameran ini berfokus pada perkembangan artistik , selama hampir 70 tahun berkarya sejak era 1950-an. Dari ukuran data tersebut, pameran Yayoi ini menjadi terbesar yang pernah digelar di Indonesia, karena juga menggambarkan kreativitas sang seniman dan periode-periode penting dalam karier dan hidupnya.,Baca Juga,Museum Macan menjadi lokasi ketiga pameran yang sebelumnya sudah pernah ditampilkan di National Gallery Singapore (NGS) dan Queensland Art Gallery | Gallery of Modern Art  (QAGOMA). Ini menjadi kesempatan terakhir bagi penikmat seni regional maupun gobal untuk bisa menyaksikan langsung beragam karya artistik seniman asal Jepang tersebut., , ,Terkait hal ini, Aaron Seeto Direktur Museum Macan dalam jumpar pers pembukaan pameran tersebut mengatakan, melihat dan merasakan langsung beragam ekspresi Yayoi Kusama menjadi pengelaman yang luar biasa. Pengunjung dapat mengakses dunia, metode, ide, dan insprasisang seniman. , adalah fenomena dalam dunias eni kontemporer dunia.,“Kami persembahkan dengan bangga pameran berkaliber internasional ini untuk masyarakat Indonesia. Saya mengajak semua orang untuk mengapresiasi pameran ini,” ungkap Aaron Seeto.,Setidaknya ada empat fase dalam kehidupan Yayoi yang bisa dijelajahi penikmat seni di dalampameran ini, antara lain Early Works, Infinity Nets, Experiments in Japan, My Eternal Soul, dan Love Forever., ,Tumbuh dan besar di keluarga konservatif Jepang membuat Yayoi Kusama harus rela menahan ambisinya menjadi seorang seniman. Namun kini, namanya dikenal sebagai seniman eksentrik yang berhasil mengguncang dunia.,Karya-karya dalam Early Works menggembarkan masa-masa awal seorang Yayoi dalam dunia seni komtemporer. Lingkungan rumah dan masyarakat Jepang  yang kala itu dalam pemulihan pasca bom atom Hiroshima dan Nagasaki di Perang Dunia II berdampak langsung bagi psikis seorang ,. Hal tersebut bisa dilihat dari berbagai karya-karyanya di fase ini.,Pada bagian Infinity Nets, penikmat seni akan melihat beragam karya Yayoi dalam sentuhan yang berbeda, yaitu karya awal di atas kertas, dari monokrom putih dan berwarna di atas kanvas, hingga lukisan multi-panel.,Sedangkan pada bagian Experiments in Japan menampilkan karya-karya Yayoi setelah meninggalkan Amerika Serikat untuk belajar lebih dalam tentang seni kontemporer. Pada bagian ini, karya Yayoi cenderung bereksperimen dengan sentuhan berbagai materi, termasuk teknik kolase dan seni grafis.,Fase terakhir yaitu My Eternal Soul, Yayoi menampilkan berbagai bentuk figuratif dan abstrak. Untuk menciptakan berbagai lukisan ini, sang seniman meletakkan kanvas di atas meja dan bekerja dalam posisi duduk, untuk kemudian secara bertahap memenuhi kanvas dari segala penjuru.,Polkadot, jaring, dan labu menjadi unsur yang tidak bisa dilepaskan dalam karya-karya Yayoi, yang secara menarik dapat dihubungkan dengan tubuh dan konsepnya tentang pengaburan diri, juga pendekatan uniknya pada ruang., ,Copyright © 2018 , KLY KapanLagi Youniverse All Rights Reserved",Culture
yayoi kusama seniman sakit jiwa yang mengguncang dunia," Tumbuh dan besar di keluarga konservatif Jepang membuat,harus rela menahan ambisinya menjadi seorang seniman. Pada saat itu di Jepang, memilih seniman sebagai profesi adalah pilihan ngawur, terlebih pada era 1940-an, Jepang baru saja dilanda kekalahan Perang Dunia II, setelah Hiroshima dan Nagasaki kejatuhan bom atom Amerika Serikat. Lingkungan yang menekan tersebut berdampak kuat bagi psikis Yayoi Kusama yang rapuh.,Yayoi Kusama sejak kecil telah mengalami gangguan mental. Penyakit Rijinsho membuat alam bawah sadarnya selalu penuh halusinasi. Dalam benaknya, kerap tergambar aura di seputar objek yang dilihatnya dan dirinya selalu mendapati binatang yang berbicara.,Baca Juga,Memanfaatkan keriuhan dalam halusinasinya, Yayoi Kusama merekamnya melalui gambar. Dengan cara itu, berkesenian menurut Yayoi menjadi sangat menyenangkan, selain juga menjadi terapi tersendiri bagi kondisi mentalnya.,Pengenalan dirinya pada dunia seni terjadi saat dirinya mempelajari nihonga, yaitu seni lukis khas negara matahari terbit. Namun seiring berjalannya waktu dan anggapan dirinya bahwa nihonga membatasi kreasinya, Yayoi memutuskan untuk berpaling pada gaya ,.,Meski menolak dikategorikan pada aliran seni rupa tertentu, , mengakui dan tertarik pada karya-karya seniman yang mengeksplorasi kencederungan mistis, seperti karya perupa Amerika Georgia O’Keefe. Hubungan dirinya dengan O’Keefe membuat Yayoi hijrah ke Amerika Serikat untuk belajar lebih jauh tentang pengkaryaan. Dirinya menganggap, Amerika Serikat adalah kiblat utama bagi seni rupa dunia.,Hijrah dan menetap di Amerika tepatnya pada era 1950-an membuat Yayoi punya perspektif baru dalam karya-laryanya. Gaya yang tak beraturan, ketiadaan titik fokus, dan kerap mengabaikan struktur, menjadi ciri khas lukisan Yayoi yang tampaknya tidak berdiri sendiri, tapi menjadi objek yang saling berkaitan dengan lingkungan sekitarnya.,Pada Oktober 1959 dalam pameran tunggalnya di Amerika, Yayoi Kusama menampilkan lima lukisan putih di atas hitam. Pendekatan ini membawa arah baru yang berbeda dari Ekspresionisme Abstrak, serta menjadi antisipasi bagi perkembangan aliran pop.,Setelah kembali ke Jepang, pasca-reformasi ekonomi domestik dan masuknya industrialisasi yang mengubah wajah negara tersebut, Yayoi Kusama melihat adanya perubahan yang sangat besar di Jepang. Namun sayang, alih-alih ingin mendapat respons yang tepat, Yayoi Kusama justru mendapatkan tanggapan kritis atas karya-karya yang hanya bersifat komentar dangkal atas objek kajian, yang cenderung melihat Yayoi dari sisi psikologis dengan sikapnya yang cenderung eksentrik.,Pada 1977, , pindah secara permanen ke sebuah rumah sakit jiwa di Tokyo dan membangun studionya sendiri. Pada kurun waktu itu, Yayoi memunculkan kembali motif-motif yang lama dia tinggalkan dalam membuat karya, antara lain polkadot, bunga, dan labu. Kini lukisan dan seni instalasinya berkembang mengelilingi para pencinta seni. Yang paling hits di kalangan penikmat seni global adalah karya Infinity Room, yang dibangun dari material kaca, panel kayu, lampu LED, akrilik, dan air., ,Ibu Made Wianta, pengamat seni rupa yang juga istri dari maestro lukis Bali, Made Wianta, saat dihubungi ,, Senin (8/5/2018) mengatakan, Yayoi Kusuma adalah seniman perempuan asal Jepang yang multitalenta. Dirinya bukan hanya seorang seniman kontemporer, tapi juga feminis artis yang karyanya bisa disejajarkan dengan seniman kaliber dunia.,“Menurut saya, karya-karya Kusama sangat mudah dikenali karena sangat minimalis berupa dots atau titik yang sangat banyak. Dia memberikan bentuk yang sangat sederhana, kemudian memberikan segala warna yang ada di dalam. Sehingga meski sederhana, tapi sangat kaya warna. Karya-karyanya yang cerah bisa dikategorikan sebagai pop art seperti Andy Wahrol,” ungkap Ibu Made Wianta.,Ibu Made Wianta juga mengatakan, karya-karya yang cenderung cerah tersebut tidak bisa secara gamblang diangga sebagai seni pop, mengingat Kusama punya filsafat yang dalam dalam memilih dots sebagai objek utama pengkaryaan.,“Dia berpendapar kehidupan di bumi dimulai dari satu titik sel atau satu titik cahaya. Pamerannya yang bertemakan ‘The Soul of Million Light Years Away 2013’ mampu menginspirasi Adelle untuk menyanyikan lagu ‘When We Were Young’ di The Broad Museum of LA pada pameran di 16 Februari 2016,” kata Ibu Made Wianta. Yayoi Kusama di mata Ibu Made Wianta juga merupakan seniman feminis yang bisa disejajarkan dengan Frida Kahlo. Pameran di Hirshorn Washington DC ‘Infinity Mirror’ 21 Februari 2017 dan Festival of Life, Infinity Mirror 18 November 2017 di David Zwimer New York menunjukkan kejeniusan Yayoi.,“Dinding ruang pamer ditutup cermin dan di tengah ruangan diletakkan beberapa box kubis yang terbungkus cermin sehingga karya dot yang digantung dan ditebar di ruangan saling memantul seperti ribuan bintang yang ada di galaxi semesta, ini jenius,” ungkap Ibu Made Wianta., ,Jika Anda mengira Yayoi hanyalah seniman sakit jiwa yang eksentrik, Anda salah besar. Yayoi Kusama bagi Ibu Made Wianta bukan sekadar seniman, tapi juga aktivis yang benci perang.  ,“Dia seperti Yoko ono, ikut dalam organisasi yg memprotes perang Vietnam. Kebenciannya pada perang dan rezim militer membawa dia ke Amerika, dan dia tahu ini takdirnya. Di Amerika dia mulai mengkampanyekan antiperang dengan menabur benih-benih perdamaian lewat beragam karyanya yang universal. Perjuangannya membuahkan hasil, karena dialah satu-satunya seniman Jepang yang diterima secara internasional. Misinya tentang perdamaian, kebahagiaan umat manusia didengar dan dibaca oleh semua orang yang mencintai seni dan perdamaian,” ujar Ibu Made Wianta.,Pencinta seni di Indonesia kini sangat beruntung, karya-karya Yayoi Kusama dari awal hingga saat ini sedang dipamerkan di Museum Seni Modern dan Kontemporer di Nusantara (MACAN). Mengusung tema “Yayoi Kusama: Life Is The Heart of Rainbow”, pameran ini digelar mulai 12 Mei hingga 9 September 2018.,Pameran Yayoi Kusama,Copyright © 2018 , KLY KapanLagi Youniverse All Rights Reserved",Culture
mengenalkan seni sejak dini bawa anak anda ke artotel," , ternyata bisa diperkenalkan sejak dini kepada anak Anda. Ya, Artotel bekerjasama dengan Ganara Art Studio untuk menyelenggarakan Discover Your Art Early, serangkaian kelas , bagi anak-anak berusia 5 sampai 12 tahun.,Discover Your Art Early akan diselenggarakan setiap satu bulan sekali mulai dari bulan Mei hingga Agustus mendatang di Artotel Thamrin Jakarta dan Artotel Beach Club Sanur Bali. Pembukaan acara yang dilaksanakan pada 28 dan 29 April lalu diikuti dengan pembukaan kelas , untuk umum yang dimulai pada tanggal 12 Mei mendatang.,Seni lukis tak berhenti di atas kanvas. Seni lukis tubuh atau bodypainting kini semakin populer.,Anda bisa ikut mendaftar dengan membayar biaya sebesar Rp 200.000 per kelas dan per orang, sudah termasuk material dan,. Sebagai penutupnya nanti, akan ada pameran seni fotografi yang menampilkan karya, serta dokumentasi kegaitan selama kelas seni ini berlangsung pada tanggal 1 sampai 30 September mendatang.,“Kami sangat senang dapat menemukan rekan yang tepat untuk bekerjasama, yaitu Ganara Art Studio yang memiliki visi yang sama dalam hal seni. Discover Your Art Early diselenggarakan supaya anak-anak dapat mengenal seni dan warna sedini mungkin, meningkatkan kemampuan motorik serta memperdalam minat mereka kepada seni,"" ungkap Yulia Maria, Asst. Director of Marketing Communication. Sudahkah Anda mengenalkan seni sejak dini pada si anak?,Copyright © 2018 , KLY KapanLagi Youniverse All Rights Reserved",Culture
